ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,StockCode
2009-12-01,340.93204152,312.00001109945885,312.0000111184229,340.93204152,340.93204152,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,0.0,0.0,0.0,312.0000111090617,21212
2010-01-01,299.76744244931507,504.0000401195601,504.0000401390581,299.76744244931507,299.76744244931507,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,0.0,0.0,0.0,504.0000401293698,21212
2010-02-01,258.6027975590631,384.00005296139767,384.00005297993977,258.6027975590631,258.6027975590631,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,0.0,0.0,0.0,384.00005297044424,21212
2010-03-01,221.4218364539636,359.99991370097564,359.9999137208635,221.4218364539636,221.4218364539636,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,0.0,0.0,0.0,359.99991371062515,21212
2010-04-01,180.25723113790684,551.9999784421947,551.9999784610378,180.25723113790684,180.25723113790684,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,0.0,0.0,0.0,551.9999784516658,21212
2010-05-01,141.18013667317672,120.00005520119839,120.00005521994267,141.18013667317672,141.18013667317672,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,0.0,0.0,0.0,120.00005521056801,21212
2010-06-01,100.80146918352848,479.9999616638454,479.99996168352425,100.80146918352848,100.80146918352848,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,0.0,0.0,0.0,479.9999616740824,21212
2010-07-01,77.64830723319281,360.00002292806835,360.0000229457666,77.64830723319281,77.64830723319281,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,0.0,0.0,0.0,360.00002293676823,21212
2010-08-01,59.36351490628424,336.0000442838115,336.00004430231076,59.36351490628424,59.36351490628424,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,0.0,0.0,0.0,336.0000442925338,21212
2010-09-01,43.15562064661957,479.9999884514042,479.99998847078115,43.15562064661957,43.15562064661957,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,0.0,0.0,0.0,479.9999884611456,21212
2010-10-01,27.878389796338645,263.9999317047529,263.9999317236816,27.878389796338645,27.878389796338645,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,0.0,0.0,0.0,263.9999317138786,21212
2010-11-01,12.107646678805875,48.000012534420954,48.00001255349759,12.107646678805875,12.107646678805875,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,0.0,0.0,0.0,48.00001254399788,21212
2010-12-01,-3.016429016919372,72.00001623179331,72.00001625069501,-3.016429016919372,-3.016429016919372,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,0.0,0.0,0.0,72.00001624123243,21212
2011-01-01,-15.754240225388001,4.4543133765809603e-05,4.456191993897091e-05,-15.754240225388001,-15.754240225388001,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,0.0,0.0,0.0,4.455261117364273e-05,21212
2011-02-01,-28.416097709813872,72.00005404714412,72.00005406555492,-28.416097709813872,-28.416097709813872,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,0.0,0.0,0.0,72.00005405622785,21212
2011-03-01,-37.4791105431955,287.99991718879613,287.9999172078787,-37.4791105431955,-37.4791105431955,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,0.0,0.0,0.0,287.99991719812056,21212
2011-04-01,-47.51305730730582,-1.8021960646625503e-05,-1.800269376169458e-05,-47.51305730730582,-47.51305730730582,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,0.0,0.0,0.0,-1.8012359291219582e-05,21212
2011-05-01,-57.223207341062164,288.0000604946787,288.00006051423946,-57.223207341062164,-57.223207341062164,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,0.0,0.0,0.0,288.0000605043478,21212
2011-06-01,-67.25681578946278,-24.000036926414754,-24.000036907679,-67.25681578946278,-67.25681578946278,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,0.0,0.0,0.0,-24.000036917034997,21212
2011-07-01,-76.96683766860046,480.0000268088899,480.0000268283355,-76.96683766860046,-76.96683766860046,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,0.0,0.0,0.0,480.00002681887446,21212
2011-08-01,-87.00061893978103,168.0000463769684,168.00004639660293,-87.00061893978103,-87.00061893978103,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,0.0,0.0,0.0,168.00004638657066,21212
2011-09-01,-97.03440021096159,167.99999068867453,167.9999907068951,-97.03440021096159,-97.03440021096159,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,0.0,0.0,0.0,167.99999069836397,21212
2011-10-01,-106.74451111855568,95.99993514949166,95.99993516781329,-106.74451111855568,-106.74451111855568,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,0.0,0.0,0.0,95.99993515866596,21212
2011-11-01,-116.77829238973625,72.00001514780722,72.00001516630776,-116.77829238973625,-116.77829238973625,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,0.0,0.0,0.0,72.0000151565879,21212
