ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,StockCode
2009-12-01,340.93204152,312.00001110017826,312.0000111189202,340.93204152,340.93204152,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,-28.932030410938324,0.0,0.0,0.0,312.0000111090617,21212
2010-01-01,299.76744244931507,504.00004011971106,504.00004013818216,299.76744244931507,299.76744244931507,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,204.2325976800547,0.0,0.0,0.0,504.0000401293698,21212
2010-02-01,258.6027975590631,384.0000529611292,384.00005297988736,258.6027975590631,258.6027975590631,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,125.39725541138115,0.0,0.0,0.0,384.00005297044424,21212
2010-03-01,221.4218364539636,359.99991370191486,359.99991372001165,221.4218364539636,221.4218364539636,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,138.57807725666152,0.0,0.0,0.0,359.99991371062515,21212
2010-04-01,180.25723113790684,551.9999784421238,551.9999784616166,180.25723113790684,180.25723113790684,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,371.74274731375897,0.0,0.0,0.0,551.9999784516658,21212
2010-05-01,141.18013667317672,120.00005520115857,120.00005522004076,141.18013667317672,141.18013667317672,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,-21.18008146260872,0.0,0.0,0.0,120.00005521056801,21212
2010-06-01,100.80146918352848,479.9999616646904,479.9999616830168,100.80146918352848,100.80146918352848,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,379.1984924905539,0.0,0.0,0.0,479.9999616740824,21212
2010-07-01,77.64830723319281,360.00002292686264,360.00002294585823,77.64830723319281,77.64830723319281,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,282.35171570357545,0.0,0.0,0.0,360.00002293676823,21212
2010-08-01,59.36351490628424,336.0000442830738,336.0000443018767,59.36351490628424,59.36351490628424,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,276.63652938624955,0.0,0.0,0.0,336.0000442925338,21212
2010-09-01,43.15562064661957,479.99998845136463,479.9999884712385,43.15562064661957,43.15562064661957,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,436.84436781452604,0.0,0.0,0.0,479.9999884611456,21212
2010-10-01,27.878389796338645,263.99993170429065,263.99993172399076,27.878389796338645,27.878389796338645,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,236.12154191753993,0.0,0.0,0.0,263.9999317138786,21212
2010-11-01,12.107646678805875,48.00001253421051,48.00001255318231,12.107646678805875,12.107646678805875,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,35.892365865192005,0.0,0.0,0.0,48.00001254399788,21212
2010-12-01,-3.016429016919372,72.0000162315565,72.00001625062612,-3.016429016919372,-3.016429016919372,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,75.0164452581518,0.0,0.0,0.0,72.00001624123243,21212
2011-01-01,-15.754240225388001,4.4542235599282327e-05,4.456210615830362e-05,-15.754240225388001,-15.754240225388001,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,15.754284777999175,0.0,0.0,0.0,4.455261117364273e-05,21212
2011-02-01,-28.416097709813872,72.00005404717771,72.0000540649468,-28.416097709813872,-28.416097709813872,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,100.41615176604172,0.0,0.0,0.0,72.00005405622785,21212
2011-03-01,-37.4791105431955,287.99991718961144,287.99991720749443,-37.4791105431955,-37.4791105431955,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,325.47902774131603,0.0,0.0,0.0,287.99991719812056,21212
2011-04-01,-47.51305730730582,-1.8021256955132237e-05,-1.8003379099864158e-05,-47.51305730730582,-47.51305730730582,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,47.51303929494653,0.0,0.0,0.0,-1.8012359291219582e-05,21212
2011-05-01,-57.223207341062164,288.0000604946306,288.00006051416943,-57.223207341062164,-57.223207341062164,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,345.22326784540996,0.0,0.0,0.0,288.0000605043478,21212
2011-06-01,-67.25681578946278,-24.000036926737824,-24.000036907486866,-67.25681578946278,-67.25681578946278,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,43.25677887242778,0.0,0.0,0.0,-24.000036917034997,21212
2011-07-01,-76.96683766860046,480.000026809319,480.0000268287523,-76.96683766860046,-76.96683766860046,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,556.9668644874749,0.0,0.0,0.0,480.00002681887446,21212
2011-08-01,-87.00061893978103,168.00004637696566,168.00004639605766,-87.00061893978103,-87.00061893978103,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,255.0006653263517,0.0,0.0,0.0,168.00004638657066,21212
2011-09-01,-97.03440021096159,167.99999068902798,167.99999070753182,-97.03440021096159,-97.03440021096159,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,265.03439090932557,0.0,0.0,0.0,167.99999069836397,21212
2011-10-01,-106.74451111855568,95.99993514914995,95.99993516880818,-106.74451111855568,-106.74451111855568,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,202.74444627722164,0.0,0.0,0.0,95.99993515866596,21212
2011-11-01,-116.77829238973625,72.00001514728791,72.00001516637798,-116.77829238973625,-116.77829238973625,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,188.77830754632416,0.0,0.0,0.0,72.0000151565879,21212
2011-12-01,-126.48840329733036,48.00002071356338,48.00002073206672,-126.48840329733036,-126.48840329733036,174.48842401981508,174.48842401981508,174.48842401981508,174.48842401981508,174.48842401981508,174.48842401981508,0.0,0.0,0.0,48.00002072248472,21212
2012-01-01,-136.52218456851094,-312.2779196296821,-310.10264372097885,-137.61157752045514,-135.43630161997976,-174.66634210422842,-174.66634210422842,-174.66634210422842,-174.66634210422842,-174.66634210422842,-174.66634210422842,0.0,0.0,0.0,-311.1885266727394,21212
2012-02-01,-146.55596583969148,-71.11865749608636,-64.20233511085307,-150.0603481768379,-143.14402580110777,78.9416906881461,78.9416906881461,78.9416906881461,78.9416906881461,78.9416906881461,78.9416906881461,0.0,0.0,0.0,-67.61427515154539,21212
2012-03-01,-155.94240638369916,-406.29501057913336,-392.928937389058,-162.93560291843994,-149.56952973404654,-243.3594076524563,-243.3594076524563,-243.3594076524563,-243.3594076524563,-243.3594076524563,-243.3594076524563,0.0,0.0,0.0,-399.30181403615546,21212
2012-04-01,-165.97618765487974,846.6239955962228,868.1888593024466,-177.23044785826085,-155.66558415032512,1023.8544434530005,1023.8544434530005,1023.8544434530005,1023.8544434530005,1023.8544434530005,1023.8544434530005,0.0,0.0,0.0,857.8782557981208,21212
2012-05-01,-175.6862985624738,-944.4726471191098,-914.4658501828648,-191.0956868638179,-161.0888899083045,-753.3769602673326,-753.3769602673326,-753.3769602673326,-753.3769602673326,-753.3769602673326,-753.3769602673326,0.0,0.0,0.0,-929.0632588298064,21212
2012-06-01,-185.72007983365435,842.5746512235685,882.6595967913589,-205.86569145991805,-165.780745885447,1048.4403426829194,1048.4403426829194,1048.4403426829194,1048.4403426829194,1048.4403426829194,1048.4403426829194,0.0,0.0,0.0,862.720262849265,21212
2012-07-01,-195.43019074124842,-481.28429562278393,-430.35577493118694,-220.84584201852658,-169.9173213333094,-260.43845360279494,-260.43845360279494,-260.43845360279494,-260.43845360279494,-260.43845360279494,-260.43845360279494,0.0,0.0,0.0,-455.86864434404333,21212
